MONTH,DAY,TRANSACTION_ID,TRANSACTION_AMT,QTY,PRICE,ITEM,ITEM_ID,BRAND,BRAND_ID
M2,11,T1799,142,1,72,MOSQUITO REPELLANTS CTG (8/93),46,S C JOHNSON,278
M1,2,T18,50,1,50,PACKAGED TEA,53,HINDUSTAN UNILEVER LIMITED,133
M1,1,T18,10,2,5,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,1,T18,144,2,11.5,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M1,1,T18,144,1,48,TOOTH PASTES,75,DABUR,66
M1,1,T18,144,1,73,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,1,T18,91,1,10,TOILET SOAPS (04/00),73,WIPRO CONS PRODS,349
M1,1,T18,91,1,11,ALL IODISED SALT,4,PATANJALI AYURVED LTD,236
M1,1,T18,91,1,70,PALMOLEIN REFINED OIL (01/03),54,RUCHI SOYA INDS,277
M1,2,T18,396,1,396,REFINED EDIBLE OILS-ALL PACKS,58,AGRO TECH FOODS,12
M1,15,T180,138,1,10,MILK POWDERS,45,NESTLE INDIA,221
M1,15,T180,138,1,102,CHEESE        (4/94),16,G C M M F,91
M1,15,T180,138,2,13,VERMICELLI & NOODLE,79,HINDUSTAN UNILEVER LIMITED,133
M1,10,T180,298,2,27,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,10,T180,298,1,130,TOILET SOAPS (04/00),73,WIPRO CONS PRODS,349
M1,10,T180,298,1,95,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M1,10,T180,298,2,9.5,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,3,T180,22.5,1,22.5,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M1,7,T180,10,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,11,T180,128,2,64,SPICES (03/04),69,DHARAMPAL SATYAPAL,73
M1,16,T1800,40,1,10,BISCUITS - CORE & NON CORE,12,I T C,136
M1,16,T1800,40,1,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,16,T1800,40,1,20,CHOCOLATE,17,NESTLE INDIA,221
M2,11,T1800,93,1,93,SKIN CREAMS,67,CAVINKARE,55
M1,16,T1801,20,1,10,BISCUITS - CORE & NON CORE,12,SURYA FOOD & AGRO,311
M1,16,T1801,20,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1801,10,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M3,18,T1801,146,2,24,VERMICELLI & NOODLE,79,S K FOOD PRODUCT,279
M3,18,T1801,146,1,50,KETCHUPS/SAUCES,42,CAPITAL FOODS,52
M3,18,T1801,146,1,48,KETCHUPS/SAUCES,42,CAPITAL FOODS,52
M1,16,T1802,20,1,10,CHOCOLATE,17,MARS INTERNATIONAL INDIA P LTD,200
M1,16,T1802,20,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M2,11,T1802,59,1,39,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M2,11,T1802,59,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1802,59,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,18,T1802,140,1,110,REFINED EDIBLE OILS-ALL PACKS,58,CARGILL FOODS,53
M3,18,T1802,140,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,18,T1802,140,1,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M3,18,T1802,140,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,16,T1803,98.6,7,9.8,CONFECTIONERY - COUGH LOZENGE,26,WRIGLEY INDIA,350
M1,16,T1803,98.6,4,5,CONFECTIONERY - TOTAL GUM,30,WRIGLEY INDIA,350
M1,16,T1803,98.6,2,5,CONFECTIONERY - TOFFEE/HBC,29,PERFETTI VAN MELLE,242
M2,11,T1803,20,2,10,BISCUITS - CORE & NON CORE,12,PATANJALI BISCUITS PVT LTD,237
M3,18,T1803,70,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,18,T1803,70,1,30,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,18,T1803,70,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,18,T1803,70,2,10,BISCUITS - CORE & NON CORE,12,I T C,136
M1,16,T1805,20,4,5,CHOCOLATE,17,GLOBAL CONSUMER PRODUCTS,108
M1,16,T1806,40,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M1,16,T1806,40,3,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1806,140,1,10,BISCUITS - CORE & NON CORE,12,SURYA FOOD & AGRO,311
M2,11,T1806,140,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1806,140,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1806,140,1,70,TOOTH BRUSH   (7/93),74,PROCTER & GAMBLE,253
M2,11,T1806,140,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1806,140,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1806,140,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1807,20,2,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1807,20,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,16,T1808,155,1,40,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,16,T1808,155,1,115,CONFECTIONERY - ECLAIRS,27,MONDELEZ INTERNATIONAL,207
M2,11,T1808,10,1,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,16,T1809,63,1,5,CHOCOLATE,17,GLOBAL CONSUMER PRODUCTS,108
M1,16,T1809,63,1,58,KETCHUPS/SAUCES,42,NESTLE INDIA,221
M2,11,T1809,5,1,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,15,T181,30,1,10,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,15,T181,30,2,10,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M1,10,T181,402.5,1,210,PACKAGED TEA,53,GUJ TEA PROCESSORS,115
M1,10,T181,402.5,1,70,MOSQUITO REPELLANTS CTG (8/93),46,GODREJ CONSUMER PRODS,110
M1,10,T181,402.5,1,94,HOME INSECTICIDES CTG  (8/93),40,GODREJ CONSUMER PRODS,110
M1,10,T181,402.5,3,9.5,CLEANERS - UTENSIL,22,PATANJALI AYURVED LTD,236
M1,3,T181,30,1,30,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M1,3,T181,80,1,80,READY TO EAT,57,GITS FOOD PRODS,105
M1,11,T181,496,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M1,11,T181,496,1,215,PACKAGED TEA,53,HINDUSTAN UNILEVER LIMITED,133
M1,11,T181,496,1,235,PACKAGED ATTA (1/95),50,I T C,136
M2,11,T1811,24,2,12,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,11,T1812,245,3,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1812,245,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1812,245,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1812,245,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1812,245,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1812,245,1,25,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1812,245,2,20,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1812,245,2,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M2,11,T1812,245,2,25,CHOCOLATE,17,NESTLE INDIA,221
M2,11,T1812,245,4,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,16,T1813,42,1,42,BREAKFAST CEREALS,14,PEPSICO INDIA,241
M2,11,T1813,288,5,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1813,288,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1813,288,1,128,SHAMPOO - BY SEGMENTS,64,HIMALAYA DRUG,132
M2,11,T1813,288,1,100,HAIR OILS PKTP(8/02),38,HIMALAYA DRUG,132
M1,16,T1814,45,1,20,CHOCOLATE,17,MARS INTERNATIONAL INDIA P LTD,200
M1,16,T1814,45,1,25,CHOCOLATE,17,NESTLE INDIA,221
M2,11,T1814,70,1,70,CLEANERS - FLOOR,19,R S INDUSTRIES,257
M2,11,T1815,170,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1815,170,1,52,PRICKLY HEAT POWDER,56,ITC LTD.,141
M2,11,T1815,170,1,10,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M2,11,T1815,170,2,10,SPICES (03/04),69,CAPITAL FOODS,52
M2,11,T1815,170,2,39,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M1,16,T1816,10,1,10,CONFECTIONERY - TOFFEE/HBC,29,M T R FOOD PRODS,188
M2,11,T1816,25,1,25,CHOCOLATE,17,NESTLE INDIA,221
M2,11,T1817,845,1,152,TOILET SOAPS (04/00),73,CHOLAYIL PVT LTD,60
M2,11,T1817,845,1,65,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,11,T1817,845,2,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1817,845,1,168,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M2,11,T1817,845,1,95,TOOTH PASTES,75,DABUR,66
M2,11,T1817,845,1,170,"FRAGRANCE-PERFUM,DEO & COLOGNE",34,VINI COSMETICS PVT LTD,341
M2,11,T1817,845,1,175,HOME INSECTICIDES CTG  (8/93),40,GODREJ CONSUMER PRODS,110
M2,11,T1818,50,1,50,AGARBATTI & DHOOPBATTI,2,SHRINIVAS SUGANDHALAYA LLP,301
M1,16,T1819,9.8,2,4.9,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,11,T1819,40,1,10,HAIR OILS PKTP(8/02),38,MARICO INDS,199
M2,11,T1819,40,1,30,HAIR DYES     (1/76),37,L'OREAL INDIA,181
M1,15,T182,10,1,10,SALTY SNACKS (2/97),61,BALAJI WAFERS P L,38
M1,4,T182,46,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M1,3,T182,328.25,1,29,SCOURING PADS/SCRUBS,63,ZALAK ENTERPRISES,352
M1,3,T182,328.25,1,38.75,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,3,T182,328.25,1,18.5,ALL IODISED SALT,4,TATA CHEM,316
M1,3,T182,328.25,1,242,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
M1,11,T182,130,5,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,11,T182,130,1,80,SALTY SNACKS (2/97),61,HALDIRAM,120
M1,16,T1820,35,1,5,CONFECTIONERY - TOFFEE/HBC,29,PERFETTI VAN MELLE,242
M1,16,T1820,35,1,20,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M1,16,T1820,35,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M2,11,T1820,59,1,59,SHOE POLISHES,66,RECKITT BENCKISER,267
M1,16,T1821,5,1,5,CONFECTIONERY - TOFFEE/HBC,29,PERFETTI VAN MELLE,242
M2,11,T1821,50,5,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,11,T1822,50,5,10,BISCUITS - CORE & NON CORE,12,PATANJALI BISCUITS PVT LTD,237
M2,11,T1823,87,1,87,SKIN CREAMS,67,JOHNSON & JOHNSON,151
M2,12,T1824,10,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,16,T1825,215,1,215,PACKAGED PURE GHEE,51,G C M M F,91
M2,12,T1825,54,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M2,12,T1825,54,2,12,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,12,T1825,54,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,20,T1825,5,1,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,12,T1826,10,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,16,T1826,350,10,35,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,16,T1827,40,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,16,T1827,40,2,5,VERMICELLI & NOODLE,79,SUPREME NUTRI GRAIN PVT LTD,310
M1,16,T1827,40,1,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M1,16,T1827,40,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,12,T1827,37,1,37,HAIR DYES     (1/76),37,L'OREAL INDIA,181
M3,20,T1827,46,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M1,16,T1828,10,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M2,12,T1828,72,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,12,T1828,72,1,62,DIAPERS       (8/93),32,UNICHARM INDIA PVT LTD,324
M2,12,T1829,50,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,12,T1829,50,3,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,12,T1829,50,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,15,T183,115,1,115,PACKAGED PURE GHEE,51,GITS FOOD PRODS,105
M1,10,T183,119,1,38,COCONUT OIL PKTYP (08/02),23,MARICO INDS,199
M1,10,T183,119,1,62,TOILET SOAPS (04/00),73,GODREJ CONSUMER PRODS,110
M1,10,T183,119,1,19,TOILET SOAPS (04/00),73,GODREJ CONSUMER PRODS,110
M1,4,T183,85,1,75,HAIR DYES     (1/76),37,GODREJ CONSUMER PRODS,110
M1,4,T183,85,1,10,PACKAGED TEA,53,HASMUKHRAI & CO,124
M1,3,T183,24,1,24,HAIR DYES     (1/76),37,GODREJ CONSUMER PRODS,110
M1,7,T183,90.4,4,22.6,PACKAGED PURE GHEE,51,WARANA MILK & MILK PROD LTD,345
M2,12,T1830,32,1,32,SANITARY NAPKINS,62,UNICHARM INDIA PVT LTD,324
M1,16,T1831,4,2,2,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
M2,12,T1831,89,2,15,VERMICELLI & NOODLE,79,HINDUSTAN UNILEVER LIMITED,133
M2,12,T1831,89,1,49,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M2,12,T1831,89,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M2,12,T1832,500,1,500,PACKAGED PURE GHEE,51,PATANJALI AYURVED LTD,236
M3,20,T1832,50,2,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M3,20,T1832,50,3,10,BREAKFAST CEREALS,14,KELLOGG'S INDIA,166
M3,16,T1832,505,9,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,16,T1832,505,1,415,PACKAGED TEA,53,HASMUKHRAI & CO,124
M1,16,T1833,5,1,5,CONFECTIONERY - TOTAL GUM,30,WRIGLEY INDIA,350
M1,23,T1833,39,4,9.75,SPICES (03/04),69,CAPITAL FOODS,52
M2,12,T1833,500,1,500,PACKAGED PURE GHEE,51,PATANJALI AYURVED LTD,236
M1,23,T1834,20,2,10,VERMICELLI & NOODLE,79,FIELDFRESH FOODS PRIVATE LTD,88
M2,12,T1834,10,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,16,T1834,464,1,35,CHOCOLATE,17,MARS INTERNATIONAL INDIA P LTD,200
M3,16,T1834,464,1,429,MILK POWDERS,45,NESTLE INDIA,221
M1,23,T1835,10,1,10,BISCUITS - CORE & NON CORE,12,I T C,136
M2,12,T1835,10,1,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,16,T1836,20,1,20,COCONUT OIL PKTYP (08/02),23,MARICO INDS,199
M2,12,T1836,30,1,30,SHOE POLISHES,66,RECKITT BENCKISER,267
M1,16,T1837,10,1,10,BISCUITS - CORE & NON CORE,12,I T C,136
M2,12,T1837,39,1,39,GLUCOSE POWDER & TABLET,35,HEINZ,126
M1,16,T1838,14,1,14,BATTERIES,10,EVEREADY INDS,84
M1,23,T1838,11.75,1,11.75,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,12,T1838,530,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,12,T1838,530,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,12,T1838,530,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,12,T1838,530,1,30,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M2,12,T1838,530,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,12,T1838,530,1,30,BISCUITS - CORE & NON CORE,12,I T C,136
M2,12,T1838,530,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,12,T1838,530,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,12,T1838,530,1,410,BEVERAGES,11,GLAXO SMITHKLINE,106
M3,20,T1838,85,4,10,BREAKFAST CEREALS,14,KELLOGG'S INDIA,166
M3,20,T1838,85,1,45,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M1,23,T1839,101,1,101,COCONUT OIL PKTYP (08/02),23,MARICO INDS,199
M2,12,T1839,116,1,94,BUTTER MARGR  (4/94),15,G C M M F,91
M2,12,T1839,116,1,22,BLUES,13,JYOTHY LABORATORIES,152
M3,16,T1839,60,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,16,T1839,60,2,20,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,15,T184,145,1,145,PACKAGED TEA,53,HINDUSTAN UNILEVER LIMITED,133
M1,10,T184,97.5,5,9.5,CLEANERS - UTENSIL,22,PATANJALI AYURVED LTD,236
M1,10,T184,97.5,1,50,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,11,T184,345,4,19,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M1,11,T184,345,1,250,CHEESE        (4/94),16,BRITANNIA DAIRY PVT LTD,48
M1,11,T184,345,1,19,ALL IODISED SALT,4,TATA CHEM,316
M1,23,T1840,20,1,20,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M2,12,T1840,10,1,10,SALTY SNACKS (2/97),61,I T C,136
M3,20,T1840,102,1,52,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M3,20,T1840,102,5,10,DETERGENT CAKES/BARS,31,HINDUSTAN UNILEVER LIMITED,133
M3,16,T1840,140,1,140,NON-REFINED OILS   (9/93),47,ADANI WILMAR,6
M2,12,T1841,60,1,60,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M3,20,T1841,802,1,25,CHOCOLATE,17,NESTLE INDIA,221
M3,20,T1841,802,1,63,SKIN CREAMS,67,JOHNSON & JOHNSON,151
M3,20,T1841,802,2,30,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,20,T1841,802,1,50,AGARBATTI & DHOOPBATTI,2,N RANGA RAO & SONS,213
M3,20,T1841,802,1,159,REFINED EDIBLE OILS-ALL PACKS,58,MARICO INDS,199
M3,20,T1841,802,1,445,PACKAGED PURE GHEE,51,G C M M F,91
M3,16,T1841,40,1,40,PACKAGED TEA,53,HASMUKHRAI & CO,124
M1,16,T1842,30,1,30,SKIN CREAMS,67,WARRIER'S HOSPITAL,346
M1,23,T1842,9.5,1,9.5,SALTY SNACKS (2/97),61,HALDIRAM,120
M1,23,T1843,97.5,10,9.75,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M2,12,T1843,10,1,10,CHOCOLATE,17,NESTLE INDIA,221
M2,12,T1844,16,1,16,DETERGENT CAKES/BARS,31,PATANJALI AYURVED LTD,236
M1,17,T1845,10,1,10,DIAPERS       (8/93),32,UNICHARM INDIA PVT LTD,324
M1,23,T1845,50,1,50,AGARBATTI & DHOOPBATTI,2,ASHOK TRADING,27
M2,12,T1845,20,2,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M3,16,T1845,331,2,98,HOME INSECTICIDES CTG  (8/93),40,S C JOHNSON,278
M3,16,T1845,331,3,45,SALTY SNACKS (2/97),61,NATIONAL PRODUCT,217
M1,17,T1846,10,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,17,T1847,70,1,70,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M2,12,T1847,39,1,39,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M3,16,T1847,250,1,180,PACKAGED ATTA (1/95),50,PARAKH AGRO IND,231
M3,16,T1847,250,2,35,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,17,T1848,40,2,20,CHOCOLATE,17,MARS INTERNATIONAL INDIA P LTD,200
M1,23,T1848,10,2,5,PACKAGED TEA,53,HASMUKHRAI & CO,124
M2,12,T1848,60,12,5,BISCUITS - CORE & NON CORE,12,I T C,136
M1,17,T1849,409.46,2,19,ALL IODISED SALT,4,TATA CHEM,316
M1,17,T1849,409.46,1,53,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,17,T1849,409.46,1,5,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,17,T1849,409.46,1,10,BISCUITS - CORE & NON CORE,12,I T C,136
M1,17,T1849,409.46,1,25,HAIR DYES     (1/76),37,CAVINKARE,55
M1,17,T1849,409.46,1,26.46,SPICES (03/04),69,S NARENDRA KUMAR,281
M1,17,T1849,409.46,1,72,COFFEE,24,NESTLE INDIA,221
M1,17,T1849,409.46,1,77,BREAKFAST CEREALS,14,PEPSICO INDIA,241
M1,17,T1849,409.46,1,93,REFINED EDIBLE OILS-ALL PACKS,58,LIBERTY OIL MILLS,179
M1,17,T1849,409.46,1,10,TOILET SOAPS (04/00),73,RECKITT BENCKISER,267
M2,12,T1849,5,1,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,16,T1849,165,1,165,BREAKFAST CEREALS,14,KELLOGG'S INDIA,166
M1,15,T185,552,1,120,CLEANERS - TOILET,21,RECKITT BENCKISER,267
M1,15,T185,552,2,216,PACKAGED RICE (1/95),52,KRBL LTD,173
M1,3,T185,42.5,1,42.5,CHOCOLATE,17,FERRERO INDIA PVT LTD,87
M2,12,T1850,70,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,12,T1850,70,2,25,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M2,12,T1851,20,2,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,16,T1851,280,1,115,REFINED EDIBLE OILS-ALL PACKS,58,ADANI WILMAR,6
M3,16,T1851,280,1,165,PACKAGED TEA,53,NESTLE INDIA,221
M2,12,T1852,346,2,59,SANITARY NAPKINS,62,UNICHARM INDIA PVT LTD,324
M2,12,T1852,346,6,38,SANITARY NAPKINS,62,UNICHARM INDIA PVT LTD,324
M3,21,T1852,20,1,10,SALTY SNACKS (2/97),61,I T C,136
M3,21,T1852,20,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M1,23,T1853,164.5,1,106,REFINED EDIBLE OILS-ALL PACKS,58,CARGILL FOODS,53
M1,23,T1853,164.5,1,58.5,PRE-POST WASH PRODUCTS,55,HINDUSTAN UNILEVER LIMITED,133
M2,12,T1853,10,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,16,T1853,161,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M3,16,T1853,161,1,115,REFINED EDIBLE OILS-ALL PACKS,58,ADANI WILMAR,6
M1,17,T1854,125,1,125,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M1,23,T1854,70,4,10,SPICES (03/04),69,AACHI MASALA FOODS PVT LTD,4
M1,23,T1854,70,3,10,SPICES (03/04),69,AACHI MASALA FOODS PVT LTD,4
M2,12,T1854,40,1,40,TOOTH PASTES,75,PATANJALI AYURVED LTD,236
M3,16,T1854,166.01,3,22.67,PACKAGED PURE GHEE,51,WARANA MILK & MILK PROD LTD,345
M3,16,T1854,166.01,1,98,PACKAGED ATTA (1/95),50,I T C,136
M1,17,T1855,40,2,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,17,T1855,40,2,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,12,T1855,217,1,145,SHAMPOO - BY SEGMENTS,64,PROCTER & GAMBLE,253
M2,12,T1855,217,1,72,MOSQUITO REPELLANTS CTG (8/93),46,GODREJ CONSUMER PRODS,110
M1,17,T1856,45,1,5,CONFECTIONERY - TOTAL GUM,30,WRIGLEY INDIA,350
M1,17,T1856,45,2,20,CHOCOLATE,17,MARS INTERNATIONAL INDIA P LTD,200
M1,23,T1856,86.1,1,67,WASHING POWDERS/LIQUIDS,80,PATANJALI AYURVED LTD,236
M1,23,T1856,86.1,1,9.5,TOOTH PASTES,75,HINDUSTAN UNILEVER LIMITED,133
M1,23,T1856,86.1,2,4.8,DETERGENT CAKES/BARS,31,HINDUSTAN UNILEVER LIMITED,133
M2,12,T1856,232,1,10,TWIN BLADES,77,PROCTER & GAMBLE,253
M2,12,T1856,232,1,10,BISCUITS - CORE & NON CORE,12,I T C,136
M2,12,T1856,232,1,12,BISCUITS - CORE & NON CORE,12,G C M M F,91
M2,12,T1856,232,1,200,HAIR OILS PKTP(8/02),38,HYGIENIC RESEARCH INSTITUTE,135
M3,21,T1856,34,1,34,HAIR OILS PKTP(8/02),38,MARICO INDS,199
M3,16,T1856,132,1,34,SPICES (03/04),69,K C J & CO,154
M3,16,T1856,132,1,40,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,16,T1856,132,1,38,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,16,T1856,132,1,20,ALL IODISED SALT,4,TATA CHEM,316
M1,17,T1857,10,1,10,TOILET SOAPS (04/00),73,RECKITT BENCKISER,267
M1,23,T1857,10,1,10,PACKAGED TEA,53,HASMUKHRAI & CO,124
M2,12,T1857,30,1,30,SKIN CREAMS,67,HINDUSTAN UNILEVER LIMITED,133
M1,17,T1858,15,1,15,PRE-POST WASH PRODUCTS,55,RECKITT BENCKISER,267
M2,12,T1858,145,1,35,SKIN CREAMS,67,HINDUSTAN UNILEVER LIMITED,133
M2,12,T1858,145,1,110,SKIN CREAMS,67,HINDUSTAN UNILEVER LIMITED,133
M1,17,T1859,21.9,1,11.9,SOAP CAKES/BARS,68,HINDUSTAN UNILEVER LIMITED,133
M1,17,T1859,21.9,1,10,CONFECTIONERY - TOFFEE/HBC,29,U FOODS INDIA PVT LTD,321
M1,23,T1859,63,2,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,23,T1859,63,2,9.75,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,23,T1859,63,2,11.75,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,12,T1859,30,3,10,SALTY SNACKS (2/97),61,I T C,136
M3,16,T1859,106,2,53,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
